Name,State,Enrollment
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,78.0
Highlights Beauty Schools,WA,233.0
Empire Beauty School-Green Bay,WI,47.0
Warren County Career Center,OH,164.0
Paul Mitchell the School-Wichita,KS,175.0
Pinnacle Institute of Cosmetology,NC,48.0
Southern Careers Institute-Pharr,TX,712.0
Laurel Technical Institute,PA,92.0
Florida National University-Main Campus,FL,2761.0
Georgia Institute of Cosmetology,GA,262.0
Nouvelle Institute,FL,52.0
Franklin Technology Center Adult Education,MO,99.0
Professional Technical Institution,PR,155.0
Erikson Institute,IL,
South Texas College,TX,19668.0
Pike County Joint Vocational School District,OH,23.0
Lorain County Joint Vocational School District,OH,119.0
Roger Williams University School of Law,RI,
California State University-Monterey Bay,CA,6588.0
Ohio Media School-Valley View,OH,275.0
EINE Inc,MA,41.0
Marian Health Careers Center-Los Angeles Campus,CA,98.0
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,40.0
Academy for Nursing and Health Occupations,FL,452.0
Shawsheen Valley School of Practical Nursing,MA,39.0
Shear Ego International School of Hair Design,NY,156.0
Remington College-Memphis Campus,TN,379.0
Fayette Institute of Technology,WV,32.0
Capella University,MN,12378.0
College of Menominee Nation,WI,160.0
Leech Lake Tribal College,MN,156.0
Spartan College of Aeronautics & Technology,CA,319.0
Stone Academy-Waterbury,CT,368.0
Yukon Beauty College Inc,OK,6.0
United Education Institute-Morrow,GA,1269.0
Toni & Guy Hairdressing Academy-Atlanta,GA,50.0
Mitchells Academy,NC,27.0
Artistic Academy of Hair Design,NJ,109.0
Motoring Technical Training Institute,MA,314.0
Mech-Tech College,PR,2122.0
Baldwin Beauty School-North Austin,TX,54.0
Jean Madeline Aveda Institute,PA,283.0
Pacific College of Health and Science,NY,215.0
Tricoci University of Beauty Culture-Indianapolis,IN,283.0
Trine University-Regional/Non-Traditional Campuses,IN,282.0
Pennsylvania Highlands Community College,PA,825.0
Nevada Career Institute,NV,281.0
Phillips Theological Seminary,OK,
Empire Beauty School-Hanover,PA,48.0
Industrial Management Training Institute,CT,39.0
Allen School-Jamaica,NY,95.0
Premiere Career College,CA,211.0
The University of Texas MD Anderson Cancer Center,TX,331.0
Paul Mitchell the School-Huntsville,AL,136.0
Cedars Sinai Medical Center,CA,
Estes Institute of Cosmetology Arts and Science,CA,45.0
Baldwin Park Adult & Community Education,CA,362.0
Ventura Adult and Continuing Education,CA,60.0
CT Aerotech,CT,50.0
Stratford School for Aviation Maintenance Technicians,CT,35.0
City College-Altamonte Springs,FL,218.0
Career Center of Southern Illinois,IL,52.0
Crave Beauty Academy,KS,265.0
Hastings Beauty School,MN,16.0
Kirksville Area Technical Center,MO,27.0
South Central Career Center,MO,56.0
Saline County Career Center,MO,23.0
Warrensburg Area Career Center,MO,28.0
Cass Career Center,MO,26.0
Applied Technology Services,MO,183.0
Central College of Cosmetology,MO,42.0
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,150.0
Messenger College,TX,31.0
Union County Vocational Technical School,NJ,122.0
Prism Career Institute-Philadelphia,PA,402.0
Clinton Essex Warren Washington BOCES,NY,46.0
Jefferson Lewis BOCES-Practical Nursing Program,NY,24.0
Veeb Nassau County School of Practical Nursing,NY,212.0
Cattaraugus Allegany BOCES-Practical Nursing Program,NY,31.0
Orange Ulster BOCES-Practical Nursing Program,NY,51.0
Wayne Finger Lakes BOCES-Practical Nursing Program,NY,87.0
Broome Delaware Tioga BOCES-Practical Nursing Program,NY,82.0
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NY,39.0
Albany BOCES-Adult Practical Nursing Program,NY,146.0
Ulster BOCES-School of Practical Nursing,NY,22.0
Eastern Suffolk BOCES,NY,266.0
Rockland County BOCES-Practical Nursing Program,NY,48.0
New York College of Health Professions,NY,220.0
Charles Stuart School of Diamond Setting,NY,76.0
Penta County Joint Vocational School,OH,36.0
Career and Technology Education Centers of Licking County,OH,248.0
Northern Career Institute,OH,103.0
Washington County Career Center-Adult Technical Training,OH,195.0
Ohio Media School-Cincinnati,OH,280.0
Vantage Career Center,OH,66.0
Indian Capital Technology Center-Muskogee,OK,1571.0
Western Technology Center,OK,169.0
Mid-America Technology Center,OK,933.0
Eastern Oklahoma County Technology Center,OK,111.0
Wes Watkins Technology Center,OK,181.0
York County School of Technology-Adult & Continuing Education,PA,223.0
Chester County Intermediate Unit,PA,81.0
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,PA,18.0
Greater Johnstown Career and Technology Center,PA,127.0
Mifflin County Academy of Science and Technology,PA,53.0
Lenape Technical School Practical Nursing Program,PA,68.0
Venango County Area Vocational Technical School,PA,47.0
Lancaster County Career and Technology Center,PA,353.0
Lebanon County Area Vocational Technical School,PA,111.0
Indiana County Technology Center,PA,109.0
Northern Tier Career Center,PA,28.0
Hazleton Area Career Center,PA,10.0
All-State Career School-Pittsburgh,PA,403.0
Quality Technical and Beauty College,PR,0.0
D'Mart Institute,PR,303.0
Automeca Technical College-Aguadilla,PR,211.0
North Central Institute,TN,58.0
Pipo Academy of Hair Design,TX,8.0
Tint School of Makeup and Cosmetology-Dallas,TX,188.0
United Technical Center,WV,24.0
Charles H McCann Technical School,MA,32.0
Central California School of Continuing Education,CA,79.0
Mercy Hospital School of Practical Nursing,FL,76.0
Marion Technical College,FL,461.0
Rivertown School of Beauty Barber Skin Care and Nails,GA,143.0
Atlanta Institute of Music and Media,GA,183.0
Illinois Media School,IL,121.0
New Dimensions School of Hair Design,MO,32.0
Forbes Road Career and Technology Center,PA,2.0
Jna Institute of Culinary Arts,PA,8.0
Putnam Career and Technical Center,WV,33.0
Crawford County Career and Technical Center Practical Nursing Program,PA,25.0
Texas College of Cosmetology-San Angelo,TX,85.0
Automeca Technical College-Bayamon,PR,460.0
Automeca Technical College-Caguas,PR,116.0
Automeca Technical College-Ponce,PR,224.0
Centura College-Chesapeake,VA,204.0
University of Phoenix-Hawaii,HI,55.0
Prism Career Institute-Cherry Hill,NJ,307.0
Sonoran University of Health Sciences,AZ,
Escuela de Peritos Electricistas de Isabela Inc,PR,29.0
Yeshiva D'monsey Rabbinical College,NY,77.0
Lincoln Technical Institute-Mahwah,NJ,1000.0
Career Technical Institute,DC,479.0
Northwest Vista College,TX,12720.0
Oconee Fall Line Technical College,GA,1381.0
York County Community College,ME,846.0
Western Suffolk BOCES,NY,250.0
Arkansas State University-Mountain Home,AR,853.0
Columbia Gorge Community College,OR,461.0
Bakke Graduate University,TX,
Tillamook Bay Community College,OR,231.0
Manhattan School of Computer Technology,NY,269.0
Ross College-Hopkinsville,KY,67.0
Paul Mitchell the School-St. George,UT,119.0
Cadillac Institute of Cosmetology,MI,45.0
Arizona College of Nursing-Tempe,AZ,1094.0
Vanguard-Sentinel Adult Career and Technology Center,OH,28.0
Academy of Beauty Professionals,MO,29.0
Living Arts College,NC,203.0
New York Conservatory for Dramatic Arts,NY,246.0
Eastern International College-Jersey City,NJ,369.0
Academia Serrant Inc,PR,141.0
San Joaquin Valley College-Trades Education Center,CA,203.0
Pacific College,CA,356.0
American College of Healthcare and Technology,CA,287.0
Compu-Med Vocational Careers Corp,FL,235.0
Advantage Technical College,PR,495.0
Mid Cities Barber College,TX,42.0
Midwestern University-Glendale,AZ,
Oregon Coast Community College,OR,335.0
Gwinnett College-Sandy Springs,GA,113.0
Mildred Elley-Pittsfield Campus,MA,197.0
Embry-Riddle Aeronautical University-Worldwide,FL,9143.0
Merkaz Bnos-Business School,NY,92.0
Lia Schorr Institute of Cosmetic Skin Care Training,NY,84.0
CET-Alexandria,VA,82.0
Aviation Institute of Maintenance-Norfolk,VA,224.0
Centura College-Richmond Main,VA,177.0
Osceola Technical College,FL,325.0
Miami Ad School,FL,97.0
Green Country Technology Center,OK,55.0
Nova College de Puerto Rico,PR,191.0
John Wesley International Barber and Beauty College,CA,47.0
Southeastern College-West Palm Beach,FL,682.0
Ottawa University-Milwaukee,WI,88.0
Klamath Community College,OR,862.0
L3Harris Flight Academy,FL,158.0
American College of Acupuncture and Oriental Med,TX,
AOMA Graduate School of Integrative Medicine,TX,
Urban College of Boston,MA,283.0
Strayer University-Maryland,MD,1422.0
Empire Beauty School-Monroeville,PA,77.0
Southern Careers Institute-San Antonio,TX,616.0
Cayce/Reilly School of Massage,VA,45.0
Prism Career Institute-West Atlantic City,NJ,322.0
Studio Jewelers,NY,25.0
Praxis Institute,FL,417.0
San Juan Bautista School of Medicine,PR,63.0
Texas Health and Science University,TX,27.0
Carver Career Center,WV,155.0
Cayuga Onondaga BOCES-Practical Nursing Program,NY,28.0
Clearfield County Career and Technology Center,PA,42.0
Colegio de Cinematografia Artes y Television,PR,656.0
Delaware County Technical School-Practical Nursing Program,PA,61.0
Mid-Del Technology Center,OK,99.0
New York Institute of Massage Inc,NY,22.0
Dutchess BOCES-Practical Nursing Program,NY,88.0
Escuela Tecnica de Electricidad,PR,170.0
Institute of Technology,CA,1403.0
Garnet Career Center,WV,78.0
Bristol Technical Education Center,CT,77.0
Genesee Valley BOCES-Practical Nursing Program,NY,112.0
Henrico County-Saint Marys Hospital School of Practical Nursing,VA,100.0
Herkimer County BOCES-Practical Nursing Program,NY,64.0
International Beauty College,TX,100.0
Cape Coral Technical College,FL,283.0
UPMC Mercy School of Nursing,PA,148.0
Ocean County Vocational-Technical School,NJ,435.0
Yeshiva of the Telshe Alumni,NY,88.0
Kenneth Shuler School of Cosmetology-Rock Hill,SC,181.0
CET-El Paso,TX,39.0
Appalachian School of Law,VA,
Platt College-Ontario,CA,502.0
Delaware College of Art and Design,DE,107.0
American University of Health Sciences,CA,369.0
Career Networks Institute,CA,699.0
Monty Tech,MA,25.0
Okaloosa Technical College,FL,454.0
Lincoln Technical Institute-Lincoln,RI,752.0
Wayne County Schools Career Center,OH,130.0
Carolinas College of Health Sciences,NC,472.0
Western Governors University,UT,107952.0
California Aeronautical University,CA,292.0
Herzing University-New Orleans,LA,372.0
Florida Gulf Coast University,FL,13884.0
Little Priest Tribal College,NE,113.0
South Louisiana Community College,LA,4804.0
Pima Medical Institute-Chula Vista,CA,710.0
Lincoln College of Technology-Marietta,GA,515.0
Academy of Hair Design-Lufkin,TX,83.0
Pathway Vocational Academy,TX,30.0
Cortiva Institute,MD,356.0
Toni & Guy Hairdressing Academy-Worcester,MA,223.0
Northwest HVAC/R Training Center,WA,35.0
Myotherapy Institute,NE,14.0
Florida College of Integrative Medicine,FL,
New Professions Technical Institute,FL,18.0
Strand College of Hair Design,SC,81.0
City College-Miami,FL,55.0
Ilisagvik College,AK,179.0
Community College of Baltimore County,MD,14311.0
White Earth Tribal and Community College,MN,96.0
Blue Cliff College-Metairie,LA,822.0
Creative Images Institute of Cosmetology-North Dayton,OH,194.0
Dewey University-Carolina,PR,335.0
Yeshiva College of the Nations Capital,MD,33.0
Louisiana State University Health Sciences Center-Shreveport,LA,27.0
Central Career Institute LLC,NJ,71.0
Hair Academy II,MD,231.0
Southwest Acupuncture College-Boulder,CO,
River Parishes Community College,LA,1656.0
Los Angeles Film School,CA,5829.0
Century College,PR,372.0
FINE Mortuary College,MA,102.0
International Baptist College and Seminary,AZ,46.0
Gwinnett College,NC,145.0
Fortis College-Foley,AL,89.0
Medical Training College,LA,174.0
Toni & Guy Hairdressing Academy-Plano,TX,129.0
University of Connecticut-Waterbury Campus,CT,783.0
University of Connecticut-Avery Point,CT,506.0
University of Connecticut-Stamford,CT,2343.0
University of Management and Technology,VA,387.0
Baton Rouge Community College,LA,6869.0
IYRS School of Technology & Trades,RI,58.0
Linfield University-School of Nursing,OR,343.0
Linfield University-Online and Continuing Education,OR,130.0
Midwest Technical Institute-Illinois,IL,1246.0
Advanced Barber College and Hair Design,TX,145.0
The College of Health Care Professions-Austin,TX,688.0
New Community Career & Technical Institute,NJ,73.0
Chicago School of Professional Psychology-College of Nursing,TX,103.0
Professional Golfers Career College,CA,82.0
Chester Career College,VA,108.0
Milan Institute-San Antonio Ingram,TX,212.0
Rudae's School of Beauty Culture-Ft Wayne,IN,108.0
Carrington College-San Jose,CA,619.0
Brookline College-Tucson,AZ,248.0
Miller-Motte College-McCann-Lewisburg,PA,171.0
Carrington College-Pleasant Hill Campus,CA,414.0
Cortiva Institute,FL,228.0
Modern Hairstyling Institute-Carolina,PR,142.0
Stratford University,VA,1226.0
Universal Technical Institute of California Inc,CA,1366.0
American InterContinental University-Atlanta,GA,1086.0
The Academy of Hair Design Six,MS,63.0
Eastern West Virginia Community and Technical College,WV,187.0
Aviation Institute of Maintenance-Indianapolis,IN,191.0
IVAEM College,PR,35.0
Midwest College of Oriental Medicine-Skokie,IL,7.0
Carrington College-Spokane,WA,393.0
Cascadia College,WA,1353.0
CBD College,CA,1132.0
East West College of Natural Medicine,FL,
Atlantic Institute of Oriental Medicine,FL,0.0
MDT College of Health Sciences,IL,181.0
Bennett Career Institute,DC,213.0
Blue Cliff College-Lafayette,LA,309.0
Quest College,TX,299.0
Community Care College,OK,515.0
Erie 1 BOCES,NY,312.0
HDS Truck Driving Institute,AZ,214.0
International Training Careers,FL,23.0
The King's University,TX,298.0
Fortis College-Baton Rouge,LA,387.0
My Le's Beauty College,CA,158.0
New Concept Massage and Beauty School,FL,53.0
New York College of Traditional Chinese Medicine,NY,84.0
Fortis College-Orange Park,FL,442.0
Northeastern Seminary,NY,
Omega Institute of Cosmetology,LA,47.0
Pacific Islands University,GU,82.0
PCI College,CA,140.0
Rosedale Bible College,OH,77.0
Seattle Institute of East Asian Medicine,WA,
Shawnee Beauty College,OK,66.0
Acupuncture and Massage College,FL,76.0
Upper Valley Educators Institute,NH,
Keck Graduate Institute,CA,
Aviation Institute of Maintenance-Atlanta,GA,716.0
Empire Beauty School-Kennesaw,GA,101.0
Missouri College of Cosmetology North,MO,50.0
New York Automotive and Diesel Institute,NY,379.0
Remington College-Baton Rouge Campus,LA,134.0
New Saint Andrews College,ID,182.0
Arkansas State University-Newport,AR,1163.0
Atenas College,PR,574.0
Onondaga Cortland Madison BOCES,NY,304.0
National American University-Ellsworth,SD,41.0
Interactive College of Technology,TX,48.0
Pillar College,NJ,316.0
Miami Ad School-San Francisco,CA,18.0
Oregon State University-Cascades Campus,OR,1039.0
Milan Institute-Amarillo,TX,113.0
Southern University Law Center,LA,631.0
Texas Barber College,TX,512.0
Miller-Motte College-Charleston,SC,240.0
American Career College-Anaheim,CA,1374.0
Saginaw Chippewa Tribal College,MI,117.0
Richmont Graduate University,TN,
The Seattle School of Theology & Psychology,WA,
Northwest College-Hillsboro,OR,23.0
East Valley Institute of Technology,AZ,252.0
Smith Chason College,CA,1172.0
Irell & Manella Graduate School of Biological Sciences at City of Hope,CA,
Design's School of Cosmetology,CA,23.0
Ultimate Medical Academy,FL,5978.0
Florida Barber Academy,FL,227.0
M-DCPS The English Center,FL,145.0
Florida Education Institute,FL,218.0
Texas County Technical College,MO,55.0
Aviation Institute of Maintenance-Kansas City,MO,163.0
Blue Cliff College-Gulfport,MS,345.0
Institute for Therapeutic Massage,NJ,86.0
Metropolitan Learning Institute,NY,247.0
Orleans Niagara BOCES-Practical Nursing Program,NY,11.0
Yeshiva Shaarei Torah of Rockland,NY,102.0
Leon Studio One School of Beauty Knowledge,NY,26.0
American Institute of Alternative Medicine,OH,476.0
Brown Aveda Institute-Mentor,OH,132.0
Institute of Technology,OR,293.0
Susquehanna County Career and Technology Center,PA,34.0
Universidad Pentecostal Mizpa,PR,138.0
Caribbean Forensic and Technical College,PR,335.0
Concorde Career College-Grand Prairie,TX,746.0
Lamar Institute of Technology,TX,2887.0
Aviation Institute of Maintenance-Dallas,TX,529.0
Healing Mountain Massage School,UT,43.0
Eastern Virginia Career College,VA,117.0
Rudy & Kelly Academy A Paul Mitchell Partner School,VA,233.0
Nevada State College,NV,4110.0
California State University-Channel Islands,CA,6459.0
Franklin W Olin College of Engineering,MA,361.0
Won Institute of Graduate Studies,PA,
Lincoln Technical Institute-Paramus,NJ,792.0
Pima Medical Institute-Colorado Springs,CO,363.0
